113;122;82;109;108;104;84;135;85;145
113;122;0;109;108;53;84;135;85;145
113;122;0;109;108;53;84;135;85;145
113;122;0;109;108;53;84;135;85;145
52;122;0;109;108;53;84;135;85;145
52;122;0;109;108;53;84;135;0;145
52;122;0;109;108;53;84;135;0;145
52;122;0;109;108;53;84;135;0;145
52;122;0;109;57;53;84;135;0;78
52;122;0;109;57;53;84;135;0;78
52;65;0;109;57;53;84;135;0;78
52;65;0;109;57;53;84;135;0;78
52;65;0;109;57;53;84;135;0;78
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;0;0;84;135;0;0
52;65;0;0;0;0;84;135;0;0
52;65;0;0;0;0;84;135;0;0
52;0;0;0;0;0;84;135;0;0
52;0;0;0;0;0;84;135;0;0
52;0;0;0;0;0;84;135;0;0
52;0;0;0;0;0;84;135;0;0
52;0;0;0;0;0;84;135;0;0
52;0;82;0;0;0;84;135;0;0
52;0;82;0;0;0;84;60;0;0
113;0;82;0;0;0;84;60;0;0
61;0;82;0;0;51;84;60;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;0;0;0;0
61;0;82;0;0;51;0;0;0;0
61;57;82;0;0;51;0;0;0;67
61;57;82;0;0;51;0;0;85;67
61;57;82;0;51;51;0;0;85;145
61;57;0;0;51;51;0;0;85;145
61;57;0;109;51;51;0;0;85;145
61;57;0;109;51;51;0;0;85;145
61;57;0;109;51;51;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
0;57;0;109;51;0;0;0;85;145
0;57;0;109;51;0;0;0;85;145
0;57;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;0;0;0;0;0;78
0;0;0;109;0;0;0;0;0;0
0;0;0;109;0;0;0;0;0;0
0;0;0;109;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;0;0;0;57;0;0;0;0;0
0;65;0;0;57;0;0;0;0;0
0;65;0;0;57;53;0;60;0;0
52;65;0;0;57;53;0;60;0;0
52;65;0;0;57;53;0;60;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;0;135;0;0
52;65;0;0;57;53;84;135;0;0
52;65;0;0;57;53;84;135;0;0
52;0;0;0;0;53;84;135;0;0
52;0;82;0;0;53;84;135;0;0
52;0;82;0;0;53;84;135;0;0
52;0;82;0;0;53;84;135;0;0
0;0;82;0;0;53;84;75;0;0
0;0;82;0;0;0;84;75;0;0
0;0;82;0;0;0;84;75;0;0
0;0;82;0;0;0;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;0;82;0;0;51;84;0;0;0
61;57;82;0;0;51;84;0;0;0
61;57;0;0;0;51;84;0;0;67
61;57;0;0;0;51;0;0;0;67
61;57;0;0;0;51;0;0;0;67
61;57;0;0;0;51;0;0;0;145
61;57;0;0;0;51;0;0;0;145
61;57;0;0;0;51;0;0;85;145
61;57;0;0;0;51;0;0;85;145
61;57;0;0;51;51;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
61;57;0;109;51;0;0;0;85;145
0;0;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;85;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;51;0;0;0;0;78
0;0;0;109;51;0;0;0;0;0
0;0;0;109;51;0;0;0;0;0
0;0;0;109;51;0;0;0;0;0
0;0;0;109;0;0;0;0;0;0
0;0;0;109;0;0;0;0;0;0
0;0;0;109;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;60;0;0
0;0;0;0;57;0;0;60;0;0
52;0;0;0;57;0;0;60;0;0
52;0;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;60;0;0
52;65;0;0;57;0;0;135;0;0
